city,ds,y,aqi,temp,humidity,flu_cases,dengue_cases,event,holiday
Mumbai,2024-01-13,282,61.95850624961673,37.557777864618764,56.021974296018634,32,4,0,1
Mumbai,2024-01-14,294,100.32883577718225,24.842207863382544,89.47292307425924,29,4,0,1
Mumbai,2024-01-15,264,114.86506315518358,37.11215673761983,69.17786520191042,24,8,0,0
Mumbai,2024-01-16,289,94.6266286004856,36.667784183802674,80.58527427631331,33,5,0,0
Mumbai,2024-01-17,279,77.88270925994577,31.75118744245527,64.95454902861871,40,5,0,0
Mumbai,2024-01-18,287,106.82323081757073,27.862577797931323,80.74216540977562,31,9,0,0
Mumbai,2024-01-19,256,88.39999891145804,31.168084509853877,84.38238343571861,28,5,0,0
Mumbai,2024-01-20,275,49.10558682533702,30.56826141820202,64.35138442668824,26,5,0,1
Mumbai,2024-01-21,282,84.06514958850424,32.130936563074876,89.04684151399294,27,4,0,1
Mumbai,2024-01-22,257,79.24185170494111,35.3194474555175,43.97009733966496,25,5,0,0
Mumbai,2024-01-23,315,88.09710915319474,36.07777427202008,68.46876287300661,23,7,1,0
Mumbai,2024-01-24,275,93.82892258044706,30.603650953525122,73.80008131315938,25,5,0,0
Mumbai,2024-01-25,280,61.533136766523285,27.27756930922534,69.9603501682141,34,1,0,0
Mumbai,2024-01-26,261,91.22186932226698,24.51885472500633,75.0014260546799,30,5,0,0
Mumbai,2024-01-27,275,65.54817734717031,25.395043611722972,88.51938417249976,39,3,0,1
Mumbai,2024-01-28,316,86.34186164924527,31.09934314216916,68.02299721703098,29,4,0,1
Mumbai,2024-01-29,254,81.02277075714241,28.3256160721942,90.90682336340788,29,4,0,0
Mumbai,2024-01-30,274,77.03796612493609,32.088504591456456,57.60033461387141,29,4,0,0
Mumbai,2024-01-31,282,108.69031195580891,31.206844275900238,74.92223833016,30,5,0,0
Mumbai,2024-02-01,246,99.79620454938916,27.583352974264585,79.56745186804574,29,3,0,0
Mumbai,2024-02-02,267,101.15440401711133,31.629058517770005,64.19817236874813,19,5,0,0
Mumbai,2024-02-03,255,57.436835129495854,27.69129574392244,74.26129481020705,26,5,0,1
Mumbai,2024-02-04,283,90.75207491118141,31.70267611683984,81.27028153952554,28,4,0,1
Mumbai,2024-02-05,262,46.1579934303887,29.00687727012355,80.39798265052656,25,10,0,0
Mumbai,2024-02-06,260,69.86872295392743,26.762551024978997,82.93251234507677,29,3,0,0
Mumbai,2024-02-07,259,95.19820230491773,27.45261493109503,86.03673541510884,26,2,0,0
Mumbai,2024-02-08,256,75.5003462140316,34.28346678719727,90.5083599194451,22,10,0,0
Mumbai,2024-02-09,253,67.94945037290488,29.137090623392197,53.66417187059706,28,4,0,0
Mumbai,2024-02-10,265,83.9655481703523,26.204797607107444,92.04650559261384,33,6,0,1
Mumbai,2024-02-11,243,40.069281556142,31.727678631527407,49.01055827055248,29,7,0,1
Mumbai,2024-02-12,246,62.52591917212665,28.58415940247681,79.1979504891851,37,6,0,0
Mumbai,2024-02-13,259,61.10495274511493,31.508766615515043,43.34424580075977,33,3,0,0
Mumbai,2024-02-14,270,95.93416922796786,27.579479236935228,49.59510019824296,38,5,0,0
Mumbai,2024-02-15,268,81.85765579771179,32.11194801909472,76.80980263594388,28,4,0,0
Mumbai,2024-02-16,231,60.60535684219121,33.70160287995076,61.825907669614814,23,9,0,0
Mumbai,2024-02-17,255,88.7325492158075,29.71070714271057,88.3636016564198,29,5,0,1
Mumbai,2024-02-18,265,76.54458023618278,23.8835549267978,64.88488895976714,20,1,0,1
Mumbai,2024-02-19,248,87.27372504606569,27.798417987988223,92.42587316366377,37,5,0,0
Mumbai,2024-02-20,255,95.48833889646392,33.47314256155583,80.37353510379899,39,3,0,0
Mumbai,2024-02-21,272,92.23283727326877,25.98881455248222,71.74641630307438,30,5,0,0
Mumbai,2024-02-22,286,88.0975440240691,29.586493011763693,60.73895885632922,25,3,0,0
Mumbai,2024-02-23,250,52.27236685314286,25.594882805128243,40.50676916569959,23,6,0,0
Mumbai,2024-02-24,265,77.6903914528321,30.812791055689466,90.18508596991192,34,12,0,1
Mumbai,2024-02-25,267,104.05811244522734,38.990450041790126,64.9953227128798,26,8,0,1
Mumbai,2024-02-26,277,79.18001154282764,33.766653661862954,64.9959436826685,34,8,0,0
Mumbai,2024-02-27,246,82.56931263603703,28.415068014612746,66.57322744579848,33,4,0,0
Mumbai,2024-02-28,275,39.96025152066754,23.448483295195704,63.415272411678835,41,7,0,0
Mumbai,2024-02-29,274,56.26355294361406,26.68711581567545,59.55121425021483,31,7,0,0
Mumbai,2024-03-01,242,29.016779583997334,32.93690598224466,49.46766561758511,30,2,0,0
Mumbai,2024-03-02,251,64.8404084931306,22.34559621882228,67.03634150256867,29,6,0,1
Mumbai,2024-03-03,249,92.86745986843242,27.615326835071585,78.31376106893957,32,6,0,1
Mumbai,2024-03-04,246,75.43651818695534,29.744923562122484,88.42419393965037,37,5,0,0
Mumbai,2024-03-05,241,67.372322556853,23.17423030242179,56.07915131813578,29,5,0,0
Mumbai,2024-03-06,272,67.83888525778745,33.92493719050164,83.4794000188336,36,4,0,0
Mumbai,2024-03-07,232,52.14752426797613,24.89771053823602,58.29382314332997,26,2,0,0
Mumbai,2024-03-08,231,99.61662299151314,27.34011486921972,80.35479026346196,23,2,0,0
Mumbai,2024-03-09,284,105.88923274624189,36.14757920603741,91.34814852318715,34,3,0,1
Mumbai,2024-03-10,247,54.545163540295576,29.58870919524443,80.97120682694582,27,6,0,1
Mumbai,2024-03-11,228,64.86458021286049,29.248484073706404,84.76218586209927,36,6,0,0
Mumbai,2024-03-12,249,101.82126397609349,26.11577391782604,53.78387263726624,26,1,0,0
Mumbai,2024-03-13,280,120.63947110633612,37.49424399835625,67.51018089324887,27,8,0,0
Mumbai,2024-03-14,250,98.97471703426986,26.9598196065855,54.593982809621046,30,3,0,0
Mumbai,2024-03-15,250,73.32165425743439,23.55278367414055,80.70824690998927,26,1,0,0
Mumbai,2024-03-16,255,77.09819202157195,25.886155307982083,55.988252433409784,28,1,0,1
Mumbai,2024-03-17,255,64.89965829243175,32.40500340735607,60.25928566049309,31,9,0,1
Mumbai,2024-03-18,276,105.67846493718116,26.923364846621713,55.52811576411774,32,4,0,0
Mumbai,2024-03-19,248,77.8703632793543,27.89812641703147,77.48300113341038,30,4,0,0
Mumbai,2024-03-20,236,79.35825270243865,30.059324259822127,69.80476955762511,21,2,0,0
Mumbai,2024-03-21,264,56.558914180083605,33.34171875951311,80.4954991285227,27,7,0,0
Mumbai,2024-03-22,231,61.86786404822649,29.25069150240896,73.92380450197939,25,3,0,0
Mumbai,2024-03-23,233,91.01854861237969,23.621746246919557,72.58147299834452,25,4,0,1
Mumbai,2024-03-24,265,72.54467830440379,30.735977223261987,36.531402758981045,39,5,0,1
Mumbai,2024-03-25,220,77.03376860940612,32.987489638909224,78.95235303096726,29,6,0,0
Mumbai,2024-03-26,263,67.18902727645869,26.527396436038934,74.60569776543105,36,4,0,0
Mumbai,2024-03-27,246,92.21752482693162,25.31132276420385,81.81288181339872,38,5,0,0
Mumbai,2024-03-28,249,73.62208218044097,33.08012224666265,88.45418580163003,27,4,0,0
Mumbai,2024-03-29,233,62.08466731216805,30.714292224412485,81.4850634301473,31,4,0,0
Mumbai,2024-03-30,249,95.27736241404466,32.070333847430994,86.07798256718688,30,6,0,1
Mumbai,2024-03-31,254,60.342879857908926,34.15285945234293,70.56361274310521,22,6,0,1
Mumbai,2024-04-01,267,76.42478715202603,29.790472317333606,51.69344629914717,30,5,0,0
Mumbai,2024-04-02,222,82.88887817422008,33.71882485180077,60.11585576902934,29,1,0,0
Mumbai,2024-04-03,231,91.76490404440715,34.6205988426498,49.38489453258675,43,4,0,0
Mumbai,2024-04-04,244,57.9815189034775,26.046175927904173,44.97739549713249,34,1,0,0
Mumbai,2024-04-05,243,51.97847832588597,30.02018796010487,80.69437324779068,30,2,0,0
Mumbai,2024-04-06,256,68.34874264976224,26.751184510683345,97.44070303601065,34,8,0,1
Mumbai,2024-04-07,236,30.245183314897474,24.047643809561553,78.51082009126306,43,8,0,1
Mumbai,2024-04-08,254,116.82172400801599,24.382256478582473,73.2814387422063,29,4,0,0
Mumbai,2024-04-09,242,74.08056296956303,33.434564392083935,77.01215484563677,38,7,0,0
Mumbai,2024-04-10,245,84.51481890928466,32.45144506914459,91.9342691702821,27,6,0,0
Mumbai,2024-04-11,244,72.84074496215355,25.683829921632856,76.28910620990783,34,2,0,0
Mumbai,2024-04-12,224,77.59370576907217,37.043530523561145,63.64411974062901,27,6,0,0
Mumbai,2024-04-13,244,98.80976531054239,25.514830044528065,54.4326562364627,24,2,0,1
Mumbai,2024-04-14,234,83.03967567599615,33.53818863193284,74.71843990891337,25,2,0,1
Mumbai,2024-04-15,230,49.03844940805763,22.983580302593026,90.09581948621548,39,2,0,0
Mumbai,2024-04-16,232,106.97207346972066,26.14088211933354,96.05579148870646,22,3,0,0
Mumbai,2024-04-17,237,117.96623962449448,30.665228706680868,73.22563433838374,28,4,0,0
Mumbai,2024-04-18,246,92.11834648428434,39.2078287044943,77.38269449009503,30,4,0,0
Mumbai,2024-04-19,234,104.65404896992581,24.99312089828878,56.58337949620451,31,2,0,0
Mumbai,2024-04-20,244,105.26110625951878,33.85152879679174,84.78504906104897,33,9,0,1
Mumbai,2024-04-21,257,76.54008600687206,31.390667923391057,72.50262500390961,18,5,0,1
Mumbai,2024-04-22,242,77.59760206906708,26.43851875354425,72.94299310806754,31,7,0,0
Mumbai,2024-04-23,232,120.1057635495828,33.07985961086201,48.50816743047702,28,4,0,0
Mumbai,2024-04-24,239,65.80513500058105,31.907332226193343,69.13712859121227,36,6,0,0
Mumbai,2024-04-25,234,97.1046211949798,36.70401884806382,66.45193049466934,29,8,0,0
Mumbai,2024-04-26,242,59.6115145335243,26.13740079853175,62.32274807748498,42,6,0,0
Mumbai,2024-04-27,258,111.98767997760623,36.40104580323899,67.76833042219143,33,10,0,1
Mumbai,2024-04-28,258,82.88690516325019,31.3323673501996,96.66732657625869,30,3,0,1
Mumbai,2024-04-29,233,92.8230560670989,23.64929131753578,83.47537877536912,31,4,0,0
Mumbai,2024-04-30,250,84.22546806471726,29.095115773385615,68.22548670467623,29,5,0,0
Mumbai,2024-05-01,242,58.49715043905407,34.33247744762134,73.21102577225945,34,6,0,0
Mumbai,2024-05-02,222,84.44911886126074,29.404966981479685,108.95839245534937,27,6,0,0
Mumbai,2024-05-03,238,79.33780416764452,34.87419561541711,76.65455479177284,34,8,0,0
Mumbai,2024-05-04,211,83.53741235506202,28.989483422072446,85.16458173476374,29,7,0,1
Mumbai,2024-05-05,231,61.71163876455722,33.476856518103666,59.418983593007916,30,4,0,1
Mumbai,2024-05-06,208,73.46047756457666,27.380453390486476,105.12798807176003,27,5,0,0
Mumbai,2024-05-07,222,103.23239785150759,30.026242482494343,75.01000803517009,23,3,0,0
Mumbai,2024-05-08,218,61.504855406764825,25.122062439191414,90.54605853509464,31,8,0,0
Mumbai,2024-05-09,223,94.59484596595898,35.64436903280213,58.847136634754484,29,6,0,0
Mumbai,2024-05-10,220,66.5478166806164,28.527997837033467,76.55342772035324,37,3,0,0
Mumbai,2024-05-11,237,73.48492754352299,31.882953463458875,75.9114680904283,33,4,0,1
Mumbai,2024-05-12,259,91.2524523668064,25.86701554648055,77.7697429826207,36,6,0,1
Mumbai,2024-05-13,209,70.99512703190281,27.589530014749382,64.23489477957429,27,6,0,0
Mumbai,2024-05-14,222,107.64322075852795,29.62321388515554,51.738411926901264,24,1,0,0
Mumbai,2024-05-15,213,62.65802063615168,28.093845419725394,70.66992861044838,27,5,0,0
Mumbai,2024-05-16,209,90.50569075005927,33.459775813394735,55.92172517112354,24,5,0,0
Mumbai,2024-05-17,212,56.94059176654987,27.27671341049703,55.66044402019209,34,4,0,0
Mumbai,2024-05-18,293,94.33626995881409,28.506161797221893,87.876436409861,34,5,1,1
Mumbai,2024-05-19,245,93.96621632268764,30.82249991765547,79.92627754627446,42,6,0,1
Mumbai,2024-05-20,212,61.02348224336542,27.509977916811312,70.20575611504307,19,9,0,0
Mumbai,2024-05-21,223,67.5931009930774,29.186510041872815,47.773022632144134,34,5,0,0
Mumbai,2024-05-22,241,62.00418868151762,25.406818667957396,101.262863761828,43,2,0,0
Mumbai,2024-05-23,233,91.1518022667951,27.877533007048584,49.7387285657247,33,5,0,0
Mumbai,2024-05-24,238,76.65656474714002,23.862179744635746,63.788312265349816,34,3,0,0
Mumbai,2024-05-25,206,44.117427148789574,32.66860320234512,80.48937427184883,30,11,0,1
Mumbai,2024-05-26,248,142.13346290300274,25.337670162839167,61.37184834834355,26,9,0,1
Mumbai,2024-05-27,243,90.9181285975991,30.3871139155425,81.80080471859561,39,8,0,0
Mumbai,2024-05-28,218,83.54931439071825,25.31396139078238,61.560783452511174,27,4,0,0
Mumbai,2024-05-29,225,93.63653456439076,35.40227292912463,55.10854846953702,34,6,0,0
Mumbai,2024-05-30,238,90.48838780561871,26.537522832427886,108.08997210300876,37,2,0,0
Mumbai,2024-05-31,228,74.40896979368723,40.939100774589875,99.91181947220875,29,3,0,0
Mumbai,2024-06-01,352,110.54678229238844,30.48101563393105,57.269914791918964,35,18,1,1
Mumbai,2024-06-02,317,83.00346576491602,32.2379371300181,71.91977371127726,22,16,1,1
Mumbai,2024-06-03,335,87.95943813953166,31.473883296241365,75.23292764875032,24,19,1,0
Mumbai,2024-06-04,316,84.33250881411747,34.74439089404465,64.89352358604314,33,10,1,0
Mumbai,2024-06-05,281,65.04012788999258,26.440171414631497,61.71717830747724,26,14,0,0
Mumbai,2024-06-06,295,58.20902820668567,37.00712197188396,90.85853399360401,31,14,0,0
Mumbai,2024-06-07,265,60.52028622249658,29.498645971150136,67.63983403642092,31,13,0,0
Mumbai,2024-06-08,285,94.24246092315619,28.200315136369323,48.71697359516685,22,17,0,1
Mumbai,2024-06-09,277,62.99711754109099,31.618622091900242,75.27637598324355,31,23,0,1
Mumbai,2024-06-10,272,102.64973678198493,35.02593903934762,60.92997210524727,29,16,0,0
Mumbai,2024-06-11,264,52.208380364943764,28.547803698462705,77.79544229198561,24,23,0,0
Mumbai,2024-06-12,277,87.77790767759201,28.134493125522507,84.4540950465669,27,20,0,0
Mumbai,2024-06-13,277,104.47340711111194,33.344142993951046,67.21120995331036,29,16,0,0
Mumbai,2024-06-14,282,122.86930727913989,29.138754121426846,53.91421173520813,26,17,0,0
Mumbai,2024-06-15,314,78.2635855075511,31.632841148475965,66.47488115011667,28,19,0,1
Mumbai,2024-06-16,278,104.31087704746368,28.770010918925152,71.764058361232,31,17,0,1
Mumbai,2024-06-17,277,50.06743837666539,29.08770195087342,62.112733437371546,38,18,0,0
Mumbai,2024-06-18,283,97.46547522076135,23.75878117749734,41.59564972187765,37,16,0,0
Mumbai,2024-06-19,273,65.11350590368431,26.73992514379013,85.1548906141434,35,8,0,0
Mumbai,2024-06-20,285,98.06916152049449,26.828502142935925,86.96606859516427,29,14,0,0
Mumbai,2024-06-21,279,106.72730204099088,34.465550783294155,81.58426285773822,32,19,0,0
Mumbai,2024-06-22,317,73.29705609247897,32.56174960623048,77.75912958492717,31,13,1,1
Mumbai,2024-06-23,290,90.01376863914754,33.12361342803409,60.451134393926026,33,20,0,1
Mumbai,2024-06-24,263,108.24385322557009,28.623926222519344,65.14216589642207,27,11,0,0
Mumbai,2024-06-25,280,50.82521063113491,26.372188748960134,83.18096674050582,27,9,0,0
Mumbai,2024-06-26,276,58.76881013737529,36.34589607369926,80.15865524504912,32,16,0,0
Mumbai,2024-06-27,281,70.05496144295515,30.188680448734818,64.03358230795153,30,16,0,0
Mumbai,2024-06-28,287,116.2222072436872,27.8901084274979,58.59642283129014,32,18,0,0
Mumbai,2024-06-29,291,66.45978309598176,30.67651450631203,72.2164164914221,38,10,0,1
Mumbai,2024-06-30,301,90.44629685657759,29.676732334153964,77.22909230505545,30,14,0,1
Mumbai,2024-07-01,304,52.02379507434263,30.75929461818735,71.23819765914119,32,11,0,0
Mumbai,2024-07-02,301,70.358708882304,31.236673906309,80.1558150452727,31,12,0,0
Mumbai,2024-07-03,296,54.723206854261974,29.30430166202817,46.76880755859242,24,14,0,0
Mumbai,2024-07-04,281,57.85170067212093,33.99610466279881,84.90403629662676,32,13,0,0
Mumbai,2024-07-05,284,91.3791530566766,27.550759954363368,36.22334743409692,31,14,0,0
Mumbai,2024-07-06,301,86.24807297460815,23.981242105435644,63.15416217523723,24,18,0,1
Mumbai,2024-07-07,309,84.73298497701178,33.76586131692217,75.59395835957686,22,8,0,1
Mumbai,2024-07-08,333,110.27905157457825,27.003009278203162,81.52256495107014,30,22,0,0
Mumbai,2024-07-09,273,67.59014846273031,27.101774614419824,64.55339837829517,43,10,0,0
Mumbai,2024-07-10,307,87.71414661488515,28.7985957475842,82.90163642424886,32,15,0,0
Mumbai,2024-07-11,294,114.00524556888752,34.45517376586314,88.63804761242767,31,10,0,0
Mumbai,2024-07-12,302,77.54458498234914,31.30192110946433,56.40333110375334,24,13,0,0
Mumbai,2024-07-13,308,79.4384494446517,36.20910903944912,73.48419168354908,24,17,0,1
Mumbai,2024-07-14,331,96.1335059492318,36.00052597228574,52.30542668396754,29,16,0,1
Mumbai,2024-07-15,335,94.90544844248234,25.32102732319431,73.70119033855052,31,26,0,0
Mumbai,2024-07-16,292,51.230171446559304,20.363455700339898,85.86154836056653,21,14,0,0
Mumbai,2024-07-17,307,87.92781607150141,37.08939775485956,91.51700641236702,39,16,0,0
Mumbai,2024-07-18,311,76.41665121060159,23.727192995104193,75.92661773349435,17,19,0,0
Mumbai,2024-07-19,289,74.80891076398528,33.45706794570187,87.25106372465727,23,12,0,0
Mumbai,2024-07-20,317,84.7067223953477,33.42841148309121,70.87518255325249,26,15,0,1
Mumbai,2024-07-21,305,59.8651767950773,23.565387030578275,54.50433170870742,34,12,0,1
Mumbai,2024-07-22,308,62.06604625250038,25.570553569616166,54.75840615717604,33,22,0,0
Mumbai,2024-07-23,304,76.09050710666368,31.85129721306278,63.36935946266134,26,20,0,0
Mumbai,2024-07-24,297,86.29713450707177,36.3778958672954,62.26672327453311,27,12,0,0
Mumbai,2024-07-25,300,68.33334334110143,30.64920944519,44.5907056791652,27,15,0,0
Mumbai,2024-07-26,303,102.1488964945906,29.331778288522376,77.32368116241065,36,22,0,0
Mumbai,2024-07-27,319,34.51089390310399,27.513406509561623,100.85798621628427,30,17,0,1
Mumbai,2024-07-28,305,98.88817142429625,27.070865019786588,47.566028440183985,29,17,0,1
Mumbai,2024-07-29,297,107.99624795082896,30.075499359347305,50.05083972557699,26,15,0,0
Mumbai,2024-07-30,316,117.60154584069892,26.764799983603375,52.80611030278516,27,19,0,0
Mumbai,2024-07-31,292,84.75774664810703,31.825982125514205,72.51083325112255,38,10,0,0
Mumbai,2024-08-01,298,90.52584771018917,27.819831062172028,65.68046078919643,31,11,0,0
Mumbai,2024-08-02,270,61.170669992364964,28.274360628451696,50.90192299560006,32,10,0,0
Mumbai,2024-08-03,327,43.58931796151998,33.54058239760058,67.6019008896345,24,19,0,1
Mumbai,2024-08-04,288,73.31409778780218,26.588364212594357,48.07154038504973,25,19,0,1
Mumbai,2024-08-05,282,49.41518688559681,25.44283017625101,83.05461241464167,27,13,0,0
Mumbai,2024-08-06,282,63.14836343465762,30.86408613994451,73.8302720898918,30,18,0,0
Mumbai,2024-08-07,276,35.80985994599604,32.83022868777168,80.78464665068391,21,14,0,0
Mumbai,2024-08-08,329,105.09482095205831,30.186572403567375,86.34888056242309,37,21,0,0
Mumbai,2024-08-09,304,89.44939465553584,27.429124935565163,79.202043663631,40,16,0,0
Mumbai,2024-08-10,275,45.658120431999635,34.62896680412556,92.90877002683804,24,15,0,1
Mumbai,2024-08-11,306,71.86899849896388,33.13046304340842,96.58372473516638,30,11,0,1
Mumbai,2024-08-12,294,77.26292282341657,25.25065808518081,96.55707438065825,32,17,0,0
Mumbai,2024-08-13,276,77.7727053358118,34.67425466070743,78.29633956858017,23,16,0,0
Mumbai,2024-08-14,266,75.4933532757622,31.184218871753384,50.065393284382004,35,12,0,0
Mumbai,2024-08-15,317,88.9373335047735,44.22541706483969,60.04161936465344,21,16,0,0
Mumbai,2024-08-16,294,79.595383165586,28.78377345964942,54.6222515713104,28,15,0,0
Mumbai,2024-08-17,301,68.3516396657836,28.035896974082057,69.52138504164307,37,13,0,1
Mumbai,2024-08-18,303,71.71850448346729,35.21419345636379,69.86596903330214,22,21,0,1
Mumbai,2024-08-19,297,114.17472100003516,32.96231453770558,46.61746057178496,25,16,0,0
Mumbai,2024-08-20,273,57.11530708544278,30.662874732162138,81.96120233646818,19,20,0,0
Mumbai,2024-08-21,285,106.42934725217839,25.31788428288844,70.30721277626431,24,13,0,0
Mumbai,2024-08-22,286,78.38303995575889,28.190174818712173,75.15216245333244,40,10,0,0
Mumbai,2024-08-23,299,103.35753377216265,34.874835788154684,82.59640070571517,25,14,0,0
Mumbai,2024-08-24,285,65.02401784119567,22.68444155263189,75.40707476843102,25,14,0,1
Mumbai,2024-08-25,331,82.03342528115317,39.51727661142011,79.58350157771034,39,26,0,1
Mumbai,2024-08-26,278,103.71244419687402,34.63645533452485,83.52841417474939,30,8,0,0
Mumbai,2024-08-27,304,71.02766427088874,23.538396544997138,70.40180195547048,37,14,0,0
Mumbai,2024-08-28,290,54.74508426126077,31.817541230233292,82.33395595704035,23,9,0,0
Mumbai,2024-08-29,293,126.02496781238695,28.21462263723049,68.58842355899597,32,12,0,0
Mumbai,2024-08-30,309,65.73445015069242,29.185619150399397,77.24210582028189,35,14,0,0
Mumbai,2024-08-31,296,87.86331025912017,26.766316077114418,76.50592545664655,21,20,0,1
Mumbai,2024-09-01,280,96.89351232278753,28.904874757933772,68.32989699133054,28,19,0,1
Mumbai,2024-09-02,288,52.93811641487885,26.78266558576954,90.54849998678179,26,19,0,0
Mumbai,2024-09-03,264,37.41631103140256,36.459882792274485,77.58743547020563,37,20,0,0
Mumbai,2024-09-04,311,78.2031422381603,33.05419199309272,76.40379979114877,28,24,1,0
Mumbai,2024-09-05,284,66.56947031922364,22.77568016658485,74.51026738689166,37,10,0,0
Mumbai,2024-09-06,264,62.44940801930228,30.715074199611827,57.92942907147416,28,12,0,0
Mumbai,2024-09-07,277,84.49802227560915,32.89012574316726,69.68042841976475,35,12,0,1
Mumbai,2024-09-08,291,98.0959774107493,23.367087668972278,68.65954478959308,24,13,0,1
Mumbai,2024-09-09,261,84.19668964885508,33.496120434227564,72.6316531135235,30,13,0,0
Mumbai,2024-09-10,242,49.053931792928466,25.297345065079025,60.97596564217927,38,13,0,0
Mumbai,2024-09-11,251,88.42746131010858,25.296532993491674,42.24171712661179,24,10,0,0
Mumbai,2024-09-12,272,104.19519916052987,33.031073358145726,106.91344706865829,27,11,0,0
Mumbai,2024-09-13,265,50.85060840143127,24.982509388467193,91.93450203945022,25,16,0,0
Mumbai,2024-09-14,281,65.71246068153661,29.71753967952557,58.921085639934645,35,21,0,1
Mumbai,2024-09-15,264,74.69775667238282,30.923906258535634,57.34774807890012,30,11,0,1
Mumbai,2024-09-16,258,95.34842243346529,31.470414698417567,74.01487206659648,41,11,0,0
Mumbai,2024-09-17,261,43.916791725116205,28.886199253953215,67.35558453722402,25,12,0,0
Mumbai,2024-09-18,262,81.79583198911804,26.84419074945711,64.46743222574263,21,12,0,0
Mumbai,2024-09-19,260,76.67192429917195,37.4300627622155,66.34499907799176,36,10,0,0
Mumbai,2024-09-20,253,44.16342278428918,28.381900133822302,91.67744183418264,32,12,0,0
Mumbai,2024-09-21,268,114.30153738685482,20.439472617880362,84.10048041545744,36,18,0,1
Mumbai,2024-09-22,281,80.81902120361025,29.072924890224485,58.58232492183273,29,18,0,1
Mumbai,2024-09-23,250,89.87889352297381,25.215890475059755,86.65675484485303,41,12,0,0
Mumbai,2024-09-24,271,82.02976819559305,36.718343102991724,47.28929293180063,22,20,0,0
Mumbai,2024-09-25,271,84.08801710605346,35.76086557174696,71.47410911000298,28,13,0,0
Mumbai,2024-09-26,267,106.53148573474286,25.616133602022526,86.74735468561497,23,17,0,0
Mumbai,2024-09-27,263,48.158043350584265,24.66453246681143,55.417652239191725,22,12,0,0
Mumbai,2024-09-28,258,82.62464945662317,27.098021806570834,60.83635423906104,31,8,0,1
Mumbai,2024-09-29,302,69.14739661845134,27.32644803737419,67.94895651418088,32,20,0,1
Mumbai,2024-09-30,257,88.3052183216301,31.414824730692605,88.65151229428646,28,15,0,0
Mumbai,2024-10-01,281,88.11996448738451,29.017733070545788,55.418640260975735,31,6,0,0
Mumbai,2024-10-02,313,83.3100688720349,30.952866168603723,47.518376299971706,40,10,1,0
Mumbai,2024-10-03,270,106.94798988169052,32.36568297174126,88.94500634026004,25,3,0,0
Mumbai,2024-10-04,232,65.66941914232147,35.33564907656017,65.30472359090035,28,1,0,0
Mumbai,2024-10-05,276,74.50319698751542,24.967270117752072,60.75061739528996,38,5,0,1
Mumbai,2024-10-06,284,56.99768305547637,29.784623470509008,77.38816058287968,33,4,0,1
Mumbai,2024-10-07,275,90.17713061404281,36.62898799467335,60.32803550677346,36,9,0,0
Mumbai,2024-10-08,279,79.00042198931794,27.649784488981435,71.97669270910582,39,8,0,0
Mumbai,2024-10-09,281,97.70105454627837,29.986400020536138,48.77070322997159,32,3,0,0
Mumbai,2024-10-10,273,122.00824896845612,32.52428014404269,73.41578738873905,32,3,0,0
Mumbai,2024-10-11,292,103.82680207746876,31.58205235430788,66.10000667714898,37,4,0,0
Mumbai,2024-10-12,297,77.30487892479638,33.32195937715645,88.69284336703834,37,6,0,1
Mumbai,2024-10-13,297,60.54502132791729,38.11683065478521,77.91349235615262,32,4,0,1
Mumbai,2024-10-14,280,71.94620955785335,31.421248305909778,66.34545301634599,32,5,0,0
Mumbai,2024-10-15,266,95.82418351886942,28.981861829197495,45.57217599071335,31,5,0,0
Mumbai,2024-10-16,255,85.04542552250373,27.541500435560867,83.45798193404838,32,3,0,0
Mumbai,2024-10-17,255,78.10740988323676,32.10454900934271,84.10113927508263,20,4,0,0
Mumbai,2024-10-18,272,61.96890564508195,33.98729670390162,57.419212322503355,28,5,0,0
Mumbai,2024-10-19,276,82.47619763839259,31.441444725539785,58.02544862204537,26,3,0,1
Mumbai,2024-10-20,299,109.71809699492304,33.69828655398001,94.96453522428695,41,5,0,1
Mumbai,2024-10-21,271,79.5279367038973,26.217463952410483,72.22250227107669,22,2,0,0
Mumbai,2024-10-22,271,72.58571867022303,34.634572161204794,98.93730470538914,32,2,0,0
Mumbai,2024-10-23,251,104.8982032498005,25.15221676753945,74.90817656876419,23,4,0,0
Mumbai,2024-10-24,271,83.04234700830767,24.91071406020507,64.9383624236986,33,8,0,0
Mumbai,2024-10-25,239,103.49327712491967,29.498095588852053,55.49569633719594,27,0,0,0
Mumbai,2024-10-26,270,80.91500552046186,28.331772413344044,73.05817378385876,24,5,0,1
Mumbai,2024-10-27,277,72.34552336153904,37.77796969813857,73.80444192153216,28,4,0,1
Mumbai,2024-10-28,257,30.366415751296955,31.72822686818542,68.26942390992492,41,4,0,0
Mumbai,2024-10-29,267,102.0533333590821,29.597056751293323,91.33027152494262,28,7,0,0
Mumbai,2024-10-30,253,94.50274798241763,33.57554985712404,86.09154928519673,30,6,0,0
Mumbai,2024-10-31,283,75.94245549608615,34.716765008293336,60.23236415848999,26,8,0,0
Mumbai,2024-11-01,290,70.27830421831663,33.107649115411654,72.12504302419595,25,7,0,0
Mumbai,2024-11-02,297,72.22544085151173,23.308811728031465,35.64965439930292,28,4,0,1
Mumbai,2024-11-03,302,93.08438486920097,33.65757841536633,56.323988136952835,34,7,0,1
Mumbai,2024-11-04,282,122.18177266058005,29.81429503669635,92.21261303448713,25,1,0,0
